pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow,justify_alignment_demo_id_paraid_overflow,large_font_size_demo_id_paraid_overflow,both,justify_alignment_demo_id_paraid_overflow.docx,large_font_size_demo_id_paraid_overflow.docx,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_redline.docx,,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_redline.docx,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_redline.pdf,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_word_redline_accepted.pdf,
large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow,large_font_size_demo_id_paraid_overflow,left_alignment_demo_id_paraid_overflow,both,large_font_size_demo_id_paraid_overflow.docx,left_alignment_demo_id_paraid_overflow.docx,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_redline.docx,,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_redline.docx,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_redline.pdf,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_word_redline_accepted.pdf,
left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow,left_alignment_demo_id_paraid_overflow,line_spacing_demo_id_paraid_overflow,both,left_alignment_demo_id_paraid_overflow.docx,line_spacing_demo_id_paraid_overflow.docx,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_redline.docx,,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_redline.docx,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_redline.pdf,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_word_redline_accepted.pdf,
line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions,line_spacing_demo_id_paraid_overflow,marketing_strategy_2026_suggesting_insertions,both,line_spacing_demo_id_paraid_overflow.docx,marketing_strategy_2026_suggesting_insertions.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_redline.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline.pdf,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline_accepted.pdf,
marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2,marketing_strategy_2026_suggesting_insertions,meeting_agenda_table_2,both,marketing_strategy_2026_suggesting_insertions.docx,meeting_agenda_table_2.docx,marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2_redline.docx,,marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2_redline.docx,marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2_redline.pdf,MISSING,pdf_accepted
mcdoc_meeting_agenda_table_2,mcdoc,meeting_agenda_table_2,both,mcdoc.docx,meeting_agenda_table_2.docx,,mcdoc_meeting_agenda_table_2_word_redline.docx,mcdoc_meeting_agenda_table_2_word_redline.docx,mcdoc_meeting_agenda_table_2_word_redline.pdf,mcdoc_meeting_agenda_table_2_word_redline_accepted.pdf,
meeting_agenda_table_2_meeting_agenda_table,meeting_agenda_table_2,meeting_agenda_table,both,meeting_agenda_table_2.docx,meeting_agenda_table.docx,meeting_agenda_table_2_meeting_agenda_table_redline.docx,,meeting_agenda_table_2_meeting_agenda_table_redline.docx,meeting_agenda_table_2_meeting_agenda_table_redline.pdf,meeting_agenda_table_2_meeting_agenda_table_word_redline_accepted.pdf,
meeting_agenda_table_meeting_minutes_id_paraid_overflow,meeting_agenda_table,meeting_minutes_id_paraid_overflow,both,meeting_agenda_table.docx,meeting_minutes_id_paraid_overflow.docx,meeting_agenda_table_meeting_minutes_id_paraid_overflow_redline.docx,,meeting_agenda_table_meeting_minutes_id_paraid_overflow_redline.docx,meeting_agenda_table_meeting_minutes_id_paraid_overflow_redline.pdf,meeting_agenda_table_meeting_minutes_id_paraid_overflow_word_redline_accepted.pdf,
meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions,meeting_minutes_id_paraid_overflow,meeting_minutes_suggesting_insertions,both,meeting_minutes_id_paraid_overflow.docx,meeting_minutes_suggesting_insertions.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_redline.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline.pdf,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline_accepted.pdf,
meeting_minutes_suggesting_insertions_multi_section,meeting_minutes_suggesting_insertions,multi_section,both,meeting_minutes_suggesting_insertions.docx,multi_section.docx,,meeting_minutes_suggesting_insertions_multi_section_word_redline.docx,meeting_minutes_suggesting_insertions_multi_section_word_redline.docx,meeting_minutes_suggesting_insertions_multi_section_word_redline.pdf,meeting_minutes_suggesting_insertions_multi_section_word_redline_accepted.pdf,
meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow,meeting_minutes_suggesting_insertions,numbered_list_demo_id_paraid_overflow,both,meeting_minutes_suggesting_insertions.docx,numbered_list_demo_id_paraid_overflow.docx,meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow_redline.docx,,meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow_redline.docx,meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
multi_section_nested_table_rowspan,multi_section,nested_table_rowspan,both,multi_section.docx,nested_table_rowspan.docx,,multi_section_nested_table_rowspan_word_redline.docx,multi_section_nested_table_rowspan_word_redline.docx,multi_section_nested_table_rowspan_word_redline.pdf,multi_section_nested_table_rowspan_word_redline_accepted.pdf,
nested_table_rowspan_numbered_list_demo_id_paraid_overflow,nested_table_rowspan,numbered_list_demo_id_paraid_overflow,both,nested_table_rowspan.docx,numbered_list_demo_id_paraid_overflow.docx,,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline.docx,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline.docx,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline.pdf,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline_accepted.pdf,
numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow,numbered_list_demo_id_paraid_overflow,numbered_list_italic_demo_id_paraid_overflow,both,numbered_list_demo_id_paraid_overflow.docx,numbered_list_italic_demo_id_paraid_overflow.docx,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_redline.docx,,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_redline.docx,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_redline.pdf,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_word_redline_accepted.pdf,
numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple,numbered_list_italic_demo_id_paraid_overflow,numwords_fldsimple,both,numbered_list_italic_demo_id_paraid_overflow.docx,numwords_fldsimple.docx,,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline.docx,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline.docx,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline.pdf,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline_accepted.pdf,
numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow,numbered_list_italic_demo_id_paraid_overflow,open_sans_bold_underline_id_paraid_overflow,both,numbered_list_italic_demo_id_paraid_overflow.docx,open_sans_bold_underline_id_paraid_overflow.docx,numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow_redline.docx,,numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow_redline.docx,numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
numwords_fldsimple_ole_object,numwords_fldsimple,ole_object,both,numwords_fldsimple.docx,ole_object.docx,,numwords_fldsimple_ole_object_word_redline.docx,numwords_fldsimple_ole_object_word_redline.docx,numwords_fldsimple_ole_object_word_redline.pdf,numwords_fldsimple_ole_object_word_redline_accepted.pdf,
ole_object_ooxml_style_link,ole_object,ooxml_style_link,both,ole_object.docx,ooxml_style_link.docx,,ole_object_ooxml_style_link_word_redline.docx,ole_object_ooxml_style_link_word_redline.docx,ole_object_ooxml_style_link_word_redline.pdf,ole_object_ooxml_style_link_word_redline_accepted.pdf,
ooxml_style_link_open_sans_bold_underline_id_paraid_overflow,ooxml_style_link,open_sans_bold_underline_id_paraid_overflow,both,ooxml_style_link.docx,open_sans_bold_underline_id_paraid_overflow.docx,,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline.docx,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline.docx,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline.pdf,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline_accepted.pdf,
open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2,open_sans_bold_underline_id_paraid_overflow,open_sans_font_demo_id_paraid_overflow_2,both,open_sans_bold_underline_id_paraid_overflow.docx,open_sans_font_demo_id_paraid_overflow_2.docx,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_redline.docx,,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_redline.docx,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_redline.pdf,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_word_redline_accepted.pdf,
open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow,open_sans_font_demo_id_paraid_overflow_2,open_sans_font_demo_id_paraid_overflow,both,open_sans_font_demo_id_paraid_overflow_2.docx,open_sans_font_demo_id_paraid_overflow.docx,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_redline.docx,,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_redline.docx,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_redline.pdf,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_word_redline_accepted.pdf,
open_sans_font_demo_id_paraid_overflow_page_numbering_examples,open_sans_font_demo_id_paraid_overflow,page_numbering_examples,both,open_sans_font_demo_id_paraid_overflow.docx,page_numbering_examples.docx,,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline.docx,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline.docx,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline.pdf,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline_accepted.pdf,
open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions,open_sans_font_demo_id_paraid_overflow,product_roadmap_2026_suggesting_insertions,both,open_sans_font_demo_id_paraid_overflow.docx,product_roadmap_2026_suggesting_insertions.docx,open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions_redline.docx,,open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions_redline.docx,open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions_redline.pdf,MISSING,pdf_accepted
page_numbering_examples_potpourritest,page_numbering_examples,potpourritest,both,page_numbering_examples.docx,potpourritest.docx,,page_numbering_examples_potpourritest_word_redline.docx,page_numbering_examples_potpourritest_word_redline.docx,page_numbering_examples_potpourritest_word_redline.pdf,page_numbering_examples_potpourritest_word_redline_accepted.pdf,
potpourritest_product_roadmap_2026_suggesting_insertions,potpourritest,product_roadmap_2026_suggesting_insertions,both,potpourritest.docx,product_roadmap_2026_suggesting_insertions.docx,,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline.docx,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline.docx,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline.pdf,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline_accepted.pdf,
product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions,product_roadmap_2026_suggesting_insertions,project_plan_suggesting_insertions,both,product_roadmap_2026_suggesting_insertions.docx,project_plan_suggesting_insertions.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_redline.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline.pdf,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline_accepted.pdf,
project_plan_suggesting_insertions_project_proposal_id_paraid_overflow,project_plan_suggesting_insertions,project_proposal_id_paraid_overflow,both,project_plan_suggesting_insertions.docx,project_proposal_id_paraid_overflow.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_redline.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline.pdf,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline_accepted.pdf,
project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions,project_proposal_id_paraid_overflow,project_proposal_suggesting_insertions,both,project_proposal_id_paraid_overflow.docx,project_proposal_suggesting_insertions.docx,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_redline.docx,,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_redline.docx,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_redline.pdf,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_word_redline_accepted.pdf,
project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2,project_proposal_suggesting_insertions,project_tasks_suggesting_insertions_2,both,project_proposal_suggesting_insertions.docx,project_tasks_suggesting_insertions_2.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_redline.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline.pdf,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline_accepted.pdf,
project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions,project_tasks_suggesting_insertions_2,project_tasks_suggesting_insertions,both,project_tasks_suggesting_insertions_2.docx,project_tasks_suggesting_insertions.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_redline.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline.pdf,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline_accepted.pdf,
project_tasks_suggesting_insertions_q1_sales_summary_table_2,project_tasks_suggesting_insertions,q1_sales_summary_table_2,both,project_tasks_suggesting_insertions.docx,q1_sales_summary_table_2.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_redline.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline.pdf,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline_accepted.pdf,
q1_sales_summary_table_2_q1_sales_summary_table,q1_sales_summary_table_2,q1_sales_summary_table,both,q1_sales_summary_table_2.docx,q1_sales_summary_table.docx,q1_sales_summary_table_2_q1_sales_summary_table_redline.docx,,q1_sales_summary_table_2_q1_sales_summary_table_redline.docx,q1_sales_summary_table_2_q1_sales_summary_table_redline.pdf,q1_sales_summary_table_2_q1_sales_summary_table_word_redline_accepted.pdf,
q1_sales_summary_table_quarterly_performance_report_table_2,q1_sales_summary_table,quarterly_performance_report_table_2,both,q1_sales_summary_table.docx,quarterly_performance_report_table_2.docx,q1_sales_summary_table_quarterly_performance_report_table_2_redline.docx,,q1_sales_summary_table_quarterly_performance_report_table_2_redline.docx,q1_sales_summary_table_quarterly_performance_report_table_2_redline.pdf,q1_sales_summary_table_quarterly_performance_report_table_2_word_redline_accepted.pdf,
quarterly_performance_report_table_2_quarterly_performance_report_table,quarterly_performance_report_table_2,quarterly_performance_report_table,both,quarterly_performance_report_table_2.docx,quarterly_performance_report_table.docx,quarterly_performance_report_table_2_quarterly_performance_report_table_redline.docx,,quarterly_performance_report_table_2_quarterly_performance_report_table_redline.docx,quarterly_performance_report_table_2_quarterly_performance_report_table_redline.pdf,quarterly_performance_report_table_2_quarterly_performance_report_table_word_redline_accepted.pdf,
quarterly_performance_report_table_red_bold_heading_demo_style_default_missing,quarterly_performance_report_table,red_bold_heading_demo_style_default_missing,both,quarterly_performance_report_table.docx,red_bold_heading_demo_style_default_missing.docx,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_redline.docx,,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_redline.docx,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_redline.pdf,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_word_redline_accepted.pdf,
red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow,red_bold_heading_demo_style_default_missing,red_bold_text_demo_id_paraid_overflow,both,red_bold_heading_demo_style_default_missing.docx,red_bold_text_demo_id_paraid_overflow.docx,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_redline.docx,,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_redline.docx,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_redline.pdf,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_word_redline_accepted.pdf,
red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow,red_bold_text_demo_id_paraid_overflow,red_heading_demo_id_paraid_overflow,both,red_bold_text_demo_id_paraid_overflow.docx,red_heading_demo_id_paraid_overflow.docx,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_redline.docx,,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_redline.docx,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_redline.pdf,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_word_redline_accepted.pdf,
red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing,red_heading_demo_id_paraid_overflow,red_strikethrough_demo_style_default_missing,both,red_heading_demo_id_paraid_overflow.docx,red_strikethrough_demo_style_default_missing.docx,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_redline.docx,,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_redline.docx,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_redline.pdf,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_word_redline_accepted.pdf,
red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30,red_strikethrough_demo_style_default_missing,Redline_CiceroDo_v_plate_30,both,red_strikethrough_demo_style_default_missing.docx,Redline_CiceroDo_v_plate_30.docx,,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline.docx,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline.docx,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline.pdf,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline_accepted.pdf,
red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow,red_strikethrough_demo_style_default_missing,right_align_bold_demo_id_paraid_overflow,both,red_strikethrough_demo_style_default_missing.docx,right_align_bold_demo_id_paraid_overflow.docx,red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow_redline.docx,,red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow_redline.docx,red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow,redline_cicerodo_v_plate_30,right_align_bold_demo_id_paraid_overflow,both,Redline_CiceroDo_v_plate_30.docx,right_align_bold_demo_id_paraid_overflow.docx,,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline.docx,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline.docx,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline.pdf,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline_accepted.pdf,
right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow,right_align_bold_demo_id_paraid_overflow,right_aligned_italic_demo_id_paraid_overflow,both,right_align_bold_demo_id_paraid_overflow.docx,right_aligned_italic_demo_id_paraid_overflow.docx,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_redline.docx,,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_redline.docx,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_redline.pdf,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_word_redline_accepted.pdf,
right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2,right_aligned_italic_demo_id_paraid_overflow,right_alignment_demo_id_paraid_overflow_2,both,right_aligned_italic_demo_id_paraid_overflow.docx,right_alignment_demo_id_paraid_overflow_2.docx,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_redline.docx,,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_redline.docx,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_redline.pdf,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_word_redline_accepted.pdf,
right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow,right_alignment_demo_id_paraid_overflow_2,right_alignment_demo_id_paraid_overflow,both,right_alignment_demo_id_paraid_overflow_2.docx,right_alignment_demo_id_paraid_overflow.docx,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_redline.docx,,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_redline.docx,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_redline.pdf,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_word_redline_accepted.pdf,
right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions,right_alignment_demo_id_paraid_overflow,risk_assessment_product_launch_suggesting_insertions,both,right_alignment_demo_id_paraid_overflow.docx,risk_assessment_product_launch_suggesting_insertions.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_redline.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline.pdf,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline_accepted.pdf,
risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2,risk_assessment_product_launch_suggesting_insertions,roboto_font_demo_id_paraid_overflow_2,both,risk_assessment_product_launch_suggesting_insertions.docx,roboto_font_demo_id_paraid_overflow_2.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_redline.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline.pdf,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline_accepted.pdf,
roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow,roboto_font_demo_id_paraid_overflow_2,roboto_font_demo_id_paraid_overflow,both,roboto_font_demo_id_paraid_overflow_2.docx,roboto_font_demo_id_paraid_overflow.docx,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_redline.docx,,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_redline.docx,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_redline.pdf,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_word_redline_accepted.pdf,
roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow,roboto_font_demo_id_paraid_overflow,roboto_underline_demo_id_paraid_overflow,both,roboto_font_demo_id_paraid_overflow.docx,roboto_underline_demo_id_paraid_overflow.docx,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_redline.docx,,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_redline.docx,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_redline.pdf,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_word_redline_accepted.pdf,
roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions,roboto_underline_demo_id_paraid_overflow,sales_report_january_2026_suggesting_insertions,both,roboto_underline_demo_id_paraid_overflow.docx,sales_report_january_2026_suggesting_insertions.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_redline.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline.pdf,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline_accepted.pdf,
sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired,sales_report_january_2026_suggesting_insertions,sample_document_afterword_repaired_word_repaired,both,sales_report_january_2026_suggesting_insertions.docx,sample_document_afterword_repaired_word_repaired.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_redline.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline.pdf,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline_accepted.pdf,
