pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
multi_section_nested_table_rowspan,multi_section,nested_table_rowspan,redline_only,multi_section.docx,nested_table_rowspan.docx,,multi_section_nested_table_rowspan_word_redline.docx,MISSING,multi_section_nested_table_rowspan_redline.pdf,multi_section_nested_table_rowspan_word_redline_accepted.pdf,accepted_docx
nested_table_rowspan_numbered_list_demo_id_paraid_overflow,nested_table_rowspan,numbered_list_demo_id_paraid_overflow,redline_only,nested_table_rowspan.docx,numbered_list_demo_id_paraid_overflow.docx,,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline.docx,MISSING,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_redline.pdf,nested_table_rowspan_numbered_list_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow,numbered_list_demo_id_paraid_overflow,numbered_list_italic_demo_id_paraid_overflow,redline_only,numbered_list_demo_id_paraid_overflow.docx,numbered_list_italic_demo_id_paraid_overflow.docx,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_redline.docx,,MISSING,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_redline.pdf,numbered_list_demo_id_paraid_overflow_numbered_list_italic_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple,numbered_list_italic_demo_id_paraid_overflow,numwords_fldsimple,redline_only,numbered_list_italic_demo_id_paraid_overflow.docx,numwords_fldsimple.docx,,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline.docx,MISSING,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_redline.pdf,numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple_word_redline_accepted.pdf,accepted_docx
numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow,numbered_list_italic_demo_id_paraid_overflow,open_sans_bold_underline_id_paraid_overflow,redline_only,numbered_list_italic_demo_id_paraid_overflow.docx,open_sans_bold_underline_id_paraid_overflow.docx,numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow_redline.docx,,MISSING,numbered_list_italic_demo_id_paraid_overflow_open_sans_bold_underline_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
numwords_fldsimple_ole_object,numwords_fldsimple,ole_object,redline_only,numwords_fldsimple.docx,ole_object.docx,,numwords_fldsimple_ole_object_word_redline.docx,MISSING,numwords_fldsimple_ole_object_redline.pdf,numwords_fldsimple_ole_object_word_redline_accepted.pdf,accepted_docx
ole_object_ooxml_style_link,ole_object,ooxml_style_link,redline_only,ole_object.docx,ooxml_style_link.docx,,ole_object_ooxml_style_link_word_redline.docx,MISSING,ole_object_ooxml_style_link_redline.pdf,ole_object_ooxml_style_link_word_redline_accepted.pdf,accepted_docx
ooxml_style_link_open_sans_bold_underline_id_paraid_overflow,ooxml_style_link,open_sans_bold_underline_id_paraid_overflow,redline_only,ooxml_style_link.docx,open_sans_bold_underline_id_paraid_overflow.docx,,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline.docx,MISSING,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_redline.pdf,ooxml_style_link_open_sans_bold_underline_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2,open_sans_bold_underline_id_paraid_overflow,open_sans_font_demo_id_paraid_overflow_2,redline_only,open_sans_bold_underline_id_paraid_overflow.docx,open_sans_font_demo_id_paraid_overflow_2.docx,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_redline.docx,,MISSING,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_redline.pdf,open_sans_bold_underline_id_paraid_overflow_open_sans_font_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow,open_sans_font_demo_id_paraid_overflow_2,open_sans_font_demo_id_paraid_overflow,redline_only,open_sans_font_demo_id_paraid_overflow_2.docx,open_sans_font_demo_id_paraid_overflow.docx,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_redline.docx,,MISSING,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_redline.pdf,open_sans_font_demo_id_paraid_overflow_2_open_sans_font_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
open_sans_font_demo_id_paraid_overflow_page_numbering_examples,open_sans_font_demo_id_paraid_overflow,page_numbering_examples,redline_only,open_sans_font_demo_id_paraid_overflow.docx,page_numbering_examples.docx,,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline.docx,MISSING,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_redline.pdf,open_sans_font_demo_id_paraid_overflow_page_numbering_examples_word_redline_accepted.pdf,accepted_docx
open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions,open_sans_font_demo_id_paraid_overflow,product_roadmap_2026_suggesting_insertions,redline_only,open_sans_font_demo_id_paraid_overflow.docx,product_roadmap_2026_suggesting_insertions.docx,open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions_redline.docx,,MISSING,open_sans_font_demo_id_paraid_overflow_product_roadmap_2026_suggesting_insertions_redline.pdf,MISSING,accepted_docx; pdf_accepted
page_numbering_examples_potpourritest,page_numbering_examples,potpourritest,redline_only,page_numbering_examples.docx,potpourritest.docx,,page_numbering_examples_potpourritest_word_redline.docx,MISSING,page_numbering_examples_potpourritest_redline.pdf,page_numbering_examples_potpourritest_word_redline_accepted.pdf,accepted_docx
potpourritest_product_roadmap_2026_suggesting_insertions,potpourritest,product_roadmap_2026_suggesting_insertions,redline_only,potpourritest.docx,product_roadmap_2026_suggesting_insertions.docx,,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline.docx,MISSING,potpourritest_product_roadmap_2026_suggesting_insertions_redline.pdf,potpourritest_product_roadmap_2026_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions,product_roadmap_2026_suggesting_insertions,project_plan_suggesting_insertions,redline_only,product_roadmap_2026_suggesting_insertions.docx,project_plan_suggesting_insertions.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_redline.docx,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline.docx,MISSING,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_redline.pdf,product_roadmap_2026_suggesting_insertions_project_plan_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
project_plan_suggesting_insertions_project_proposal_id_paraid_overflow,project_plan_suggesting_insertions,project_proposal_id_paraid_overflow,redline_only,project_plan_suggesting_insertions.docx,project_proposal_id_paraid_overflow.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_redline.docx,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline.docx,MISSING,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_redline.pdf,project_plan_suggesting_insertions_project_proposal_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions,project_proposal_id_paraid_overflow,project_proposal_suggesting_insertions,redline_only,project_proposal_id_paraid_overflow.docx,project_proposal_suggesting_insertions.docx,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_redline.docx,,MISSING,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_redline.pdf,project_proposal_id_paraid_overflow_project_proposal_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2,project_proposal_suggesting_insertions,project_tasks_suggesting_insertions_2,redline_only,project_proposal_suggesting_insertions.docx,project_tasks_suggesting_insertions_2.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_redline.docx,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline.docx,MISSING,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_redline.pdf,project_proposal_suggesting_insertions_project_tasks_suggesting_insertions_2_word_redline_accepted.pdf,accepted_docx
project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions,project_tasks_suggesting_insertions_2,project_tasks_suggesting_insertions,redline_only,project_tasks_suggesting_insertions_2.docx,project_tasks_suggesting_insertions.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_redline.docx,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline.docx,MISSING,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_redline.pdf,project_tasks_suggesting_insertions_2_project_tasks_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
project_tasks_suggesting_insertions_q1_sales_summary_table_2,project_tasks_suggesting_insertions,q1_sales_summary_table_2,redline_only,project_tasks_suggesting_insertions.docx,q1_sales_summary_table_2.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_redline.docx,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline.docx,MISSING,project_tasks_suggesting_insertions_q1_sales_summary_table_2_redline.pdf,project_tasks_suggesting_insertions_q1_sales_summary_table_2_word_redline_accepted.pdf,accepted_docx
q1_sales_summary_table_2_q1_sales_summary_table,q1_sales_summary_table_2,q1_sales_summary_table,redline_only,q1_sales_summary_table_2.docx,q1_sales_summary_table.docx,q1_sales_summary_table_2_q1_sales_summary_table_redline.docx,,MISSING,q1_sales_summary_table_2_q1_sales_summary_table_redline.pdf,q1_sales_summary_table_2_q1_sales_summary_table_word_redline_accepted.pdf,accepted_docx
q1_sales_summary_table_quarterly_performance_report_table_2,q1_sales_summary_table,quarterly_performance_report_table_2,redline_only,q1_sales_summary_table.docx,quarterly_performance_report_table_2.docx,q1_sales_summary_table_quarterly_performance_report_table_2_redline.docx,,MISSING,q1_sales_summary_table_quarterly_performance_report_table_2_redline.pdf,q1_sales_summary_table_quarterly_performance_report_table_2_word_redline_accepted.pdf,accepted_docx
quarterly_performance_report_table_2_quarterly_performance_report_table,quarterly_performance_report_table_2,quarterly_performance_report_table,redline_only,quarterly_performance_report_table_2.docx,quarterly_performance_report_table.docx,quarterly_performance_report_table_2_quarterly_performance_report_table_redline.docx,,MISSING,quarterly_performance_report_table_2_quarterly_performance_report_table_redline.pdf,quarterly_performance_report_table_2_quarterly_performance_report_table_word_redline_accepted.pdf,accepted_docx
quarterly_performance_report_table_red_bold_heading_demo_style_default_missing,quarterly_performance_report_table,red_bold_heading_demo_style_default_missing,redline_only,quarterly_performance_report_table.docx,red_bold_heading_demo_style_default_missing.docx,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_redline.docx,,MISSING,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_redline.pdf,quarterly_performance_report_table_red_bold_heading_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow,red_bold_heading_demo_style_default_missing,red_bold_text_demo_id_paraid_overflow,redline_only,red_bold_heading_demo_style_default_missing.docx,red_bold_text_demo_id_paraid_overflow.docx,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_redline.docx,,MISSING,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_redline.pdf,red_bold_heading_demo_style_default_missing_red_bold_text_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow,red_bold_text_demo_id_paraid_overflow,red_heading_demo_id_paraid_overflow,redline_only,red_bold_text_demo_id_paraid_overflow.docx,red_heading_demo_id_paraid_overflow.docx,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_redline.docx,,MISSING,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_redline.pdf,red_bold_text_demo_id_paraid_overflow_red_heading_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing,red_heading_demo_id_paraid_overflow,red_strikethrough_demo_style_default_missing,redline_only,red_heading_demo_id_paraid_overflow.docx,red_strikethrough_demo_style_default_missing.docx,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_redline.docx,,MISSING,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_redline.pdf,red_heading_demo_id_paraid_overflow_red_strikethrough_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30,red_strikethrough_demo_style_default_missing,Redline_CiceroDo_v_plate_30,redline_only,red_strikethrough_demo_style_default_missing.docx,Redline_CiceroDo_v_plate_30.docx,,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline.docx,MISSING,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_redline.pdf,red_strikethrough_demo_style_default_missing_redline_cicerodo_v_plate_30_word_redline_accepted.pdf,accepted_docx
red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow,red_strikethrough_demo_style_default_missing,right_align_bold_demo_id_paraid_overflow,redline_only,red_strikethrough_demo_style_default_missing.docx,right_align_bold_demo_id_paraid_overflow.docx,red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow_redline.docx,,MISSING,red_strikethrough_demo_style_default_missing_right_align_bold_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow,redline_cicerodo_v_plate_30,right_align_bold_demo_id_paraid_overflow,redline_only,Redline_CiceroDo_v_plate_30.docx,right_align_bold_demo_id_paraid_overflow.docx,,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline.docx,MISSING,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_redline.pdf,redline_cicerodo_v_plate_30_right_align_bold_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow,right_align_bold_demo_id_paraid_overflow,right_aligned_italic_demo_id_paraid_overflow,redline_only,right_align_bold_demo_id_paraid_overflow.docx,right_aligned_italic_demo_id_paraid_overflow.docx,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_redline.docx,,MISSING,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_redline.pdf,right_align_bold_demo_id_paraid_overflow_right_aligned_italic_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2,right_aligned_italic_demo_id_paraid_overflow,right_alignment_demo_id_paraid_overflow_2,redline_only,right_aligned_italic_demo_id_paraid_overflow.docx,right_alignment_demo_id_paraid_overflow_2.docx,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_redline.docx,,MISSING,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_redline.pdf,right_aligned_italic_demo_id_paraid_overflow_right_alignment_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow,right_alignment_demo_id_paraid_overflow_2,right_alignment_demo_id_paraid_overflow,redline_only,right_alignment_demo_id_paraid_overflow_2.docx,right_alignment_demo_id_paraid_overflow.docx,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_redline.docx,,MISSING,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_redline.pdf,right_alignment_demo_id_paraid_overflow_2_right_alignment_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions,right_alignment_demo_id_paraid_overflow,risk_assessment_product_launch_suggesting_insertions,redline_only,right_alignment_demo_id_paraid_overflow.docx,risk_assessment_product_launch_suggesting_insertions.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_redline.docx,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline.docx,MISSING,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_redline.pdf,right_alignment_demo_id_paraid_overflow_risk_assessment_product_launch_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2,risk_assessment_product_launch_suggesting_insertions,roboto_font_demo_id_paraid_overflow_2,redline_only,risk_assessment_product_launch_suggesting_insertions.docx,roboto_font_demo_id_paraid_overflow_2.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_redline.docx,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline.docx,MISSING,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_redline.pdf,risk_assessment_product_launch_suggesting_insertions_roboto_font_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow,roboto_font_demo_id_paraid_overflow_2,roboto_font_demo_id_paraid_overflow,redline_only,roboto_font_demo_id_paraid_overflow_2.docx,roboto_font_demo_id_paraid_overflow.docx,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_redline.docx,,MISSING,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_redline.pdf,roboto_font_demo_id_paraid_overflow_2_roboto_font_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow,roboto_font_demo_id_paraid_overflow,roboto_underline_demo_id_paraid_overflow,redline_only,roboto_font_demo_id_paraid_overflow.docx,roboto_underline_demo_id_paraid_overflow.docx,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_redline.docx,,MISSING,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_redline.pdf,roboto_font_demo_id_paraid_overflow_roboto_underline_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions,roboto_underline_demo_id_paraid_overflow,sales_report_january_2026_suggesting_insertions,redline_only,roboto_underline_demo_id_paraid_overflow.docx,sales_report_january_2026_suggesting_insertions.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_redline.docx,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline.docx,MISSING,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_redline.pdf,roboto_underline_demo_id_paraid_overflow_sales_report_january_2026_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired,sales_report_january_2026_suggesting_insertions,sample_document_afterword_repaired_word_repaired,redline_only,sales_report_january_2026_suggesting_insertions.docx,sample_document_afterword_repaired_word_repaired.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_redline.docx,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline.docx,MISSING,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_redline.pdf,sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired_word_redline_accepted.pdf,accepted_docx
sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired,sample_document_afterword_repaired_word_repaired,sample_document_really_repaired_word_repaired,redline_only,sample_document_afterword_repaired_word_repaired.docx,sample_document_really_repaired_word_repaired.docx,sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired_redline.docx,,MISSING,sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired_redline.pdf,MISSING,accepted_docx; pdf_accepted
sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired,sample_document_really_repaired_word_repaired,sample_document_word_repair_of_our_output_iter2_word_repaired,redline_only,sample_document_really_repaired_word_repaired.docx,sample_document_word_repair_of_our_output_iter2_word_repaired.docx,sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired_redline.docx,,MISSING,sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired_redline.pdf,MISSING,accepted_docx; pdf_accepted
sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired,sample_document_word_repair_of_our_output_iter2_word_repaired,sample_document_word_repair_of_our_output_word_repaired,redline_only,sample_document_word_repair_of_our_output_iter2_word_repaired.docx,sample_document_word_repair_of_our_output_word_repaired.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_redline.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline.docx,MISSING,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_redline.pdf,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline_accepted.pdf,accepted_docx
sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles,sample_document_word_repair_of_our_output_word_repaired,sd_2517_localized_heading_styles,redline_only,sample_document_word_repair_of_our_output_word_repaired.docx,sd_2517_localized_heading_styles.docx,,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline.docx,MISSING,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_redline.pdf,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline_accepted.pdf,accepted_docx
sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow,sample_document_word_repair_of_our_output_word_repaired,small_font_size_demo_id_paraid_overflow,redline_only,sample_document_word_repair_of_our_output_word_repaired.docx,small_font_size_demo_id_paraid_overflow.docx,sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow_redline.docx,,MISSING,sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
sd_2517_localized_heading_styles_sectpr_headerref,sd_2517_localized_heading_styles,sectpr_headerref,redline_only,sd_2517_localized_heading_styles.docx,sectpr_headerref.docx,,sd_2517_localized_heading_styles_sectpr_headerref_word_redline.docx,MISSING,sd_2517_localized_heading_styles_sectpr_headerref_redline.pdf,sd_2517_localized_heading_styles_sectpr_headerref_word_redline_accepted.pdf,accepted_docx
sectpr_headerref_single_paragraph,sectpr_headerref,single_paragraph,redline_only,sectpr_headerref.docx,single_paragraph.docx,,sectpr_headerref_single_paragraph_word_redline.docx,MISSING,sectpr_headerref_single_paragraph_redline.pdf,sectpr_headerref_single_paragraph_word_redline_accepted.pdf,accepted_docx
single_paragraph_small_font_size_demo_id_paraid_overflow,single_paragraph,small_font_size_demo_id_paraid_overflow,redline_only,single_paragraph.docx,small_font_size_demo_id_paraid_overflow.docx,,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline.docx,MISSING,single_paragraph_small_font_size_demo_id_paraid_overflow_redline.pdf,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
small_font_size_demo_id_paraid_overflow_strict01_sdt_controls,small_font_size_demo_id_paraid_overflow,strict01_sdt_controls,redline_only,small_font_size_demo_id_paraid_overflow.docx,strict01_sdt_controls.docx,,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline.docx,MISSING,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_redline.pdf,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline_accepted.pdf,accepted_docx
small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow,small_font_size_demo_id_paraid_overflow,strikethrough_and_italic_combo_id_paraid_overflow,redline_only,small_font_size_demo_id_paraid_overflow.docx,strikethrough_and_italic_combo_id_paraid_overflow.docx,small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow_redline.docx,,MISSING,small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
strict01_sdt_controls_strict01,strict01_sdt_controls,Strict01,redline_only,strict01_sdt_controls.docx,Strict01.docx,,strict01_sdt_controls_strict01_word_redline.docx,MISSING,strict01_sdt_controls_strict01_redline.pdf,strict01_sdt_controls_strict01_word_redline_accepted.pdf,accepted_docx
strict01_strikethrough_and_italic_combo_id_paraid_overflow,strict01,strikethrough_and_italic_combo_id_paraid_overflow,redline_only,Strict01.docx,strikethrough_and_italic_combo_id_paraid_overflow.docx,,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline.docx,MISSING,strict01_strikethrough_and_italic_combo_id_paraid_overflow_redline.pdf,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow,strikethrough_and_italic_combo_id_paraid_overflow,strikethrough_bold_demo_id_paraid_overflow,redline_only,strikethrough_and_italic_combo_id_paraid_overflow.docx,strikethrough_bold_demo_id_paraid_overflow.docx,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_redline.docx,,MISSING,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_redline.pdf,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow,strikethrough_bold_demo_id_paraid_overflow,strikethrough_text_demo_id_paraid_overflow,redline_only,strikethrough_bold_demo_id_paraid_overflow.docx,strikethrough_text_demo_id_paraid_overflow.docx,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_redline.docx,,MISSING,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_redline.pdf,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow,strikethrough_text_demo_id_paraid_overflow,strikethrough_text_formatting_demo_id_paraid_overflow,redline_only,strikethrough_text_demo_id_paraid_overflow.docx,strikethrough_text_formatting_demo_id_paraid_overflow.docx,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_redline.docx,,MISSING,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_redline.pdf,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
